2022-02-02T11:01:00.000Z,33
2022-02-02T11:05:00.000Z,-8
2022-02-02T11:13:00.000Z,-14
2022-02-02T11:22:00.000Z,61
2022-02-02T11:26:00.000Z,21
2022-02-02T11:27:00.000Z,2
2022-02-02T11:31:00.000Z,-1
2022-02-02T11:35:00.000Z,38
2022-02-02T11:42:00.000Z,51
2022-02-02T11:46:00.000Z,57
2022-02-02T11:50:00.000Z,-26
2022-02-02T11:53:00.000Z,-5
2022-02-02T11:54:00.000Z,47
2022-02-02T11:58:00.000Z,35
2022-02-02T12:04:00.000Z,42
2022-02-02T12:12:00.000Z,19
2022-02-02T12:15:00.000Z,7
2022-02-02T12:23:00.000Z,-27
2022-02-02T12:29:00.000Z,-17
2022-02-02T12:38:00.000Z,37
2022-02-02T12:41:00.000Z,67
2022-02-02T12:46:00.000Z,11
2022-02-02T12:50:00.000Z,-15
2022-02-02T13:00:00.000Z,12
2022-02-02T13:10:00.000Z,-21
2022-02-02T13:14:00.000Z,-9
2022-02-02T13:22:00.000Z,30
2022-02-02T13:30:00.000Z,-13
2022-02-02T13:32:00.000Z,54
2022-02-02T13:33:00.000Z,14
2022-02-02T13:40:00.000Z,15
2022-02-02T13:42:00.000Z,-7
2022-02-02T13:46:00.000Z,24
2022-02-02T13:55:00.000Z,13
2022-02-02T13:58:00.000Z,4
2022-02-02T14:04:00.000Z,34
2022-02-02T14:11:00.000Z,-20
2022-02-02T14:14:00.000Z,10
2022-02-02T14:20:00.000Z,32
2022-02-02T14:27:00.000Z,58
2022-02-02T14:37:00.000Z,-29
2022-02-02T14:42:00.000Z,20
2022-02-02T14:50:00.000Z,3
2022-02-02T14:57:00.000Z,55
2022-02-02T15:01:00.000Z,63
2022-02-02T15:11:00.000Z,17
2022-02-02T15:18:00.000Z,69
2022-02-02T15:22:00.000Z,0
2022-02-02T15:23:00.000Z,44
2022-02-02T15:30:00.000Z,-10
2022-02-02T15:35:00.000Z,49
2022-02-02T15:36:00.000Z,66
2022-02-02T15:37:00.000Z,23
2022-02-02T15:42:00.000Z,60
2022-02-02T15:47:00.000Z,52
2022-02-02T15:55:00.000Z,5
2022-02-02T15:56:00.000Z,48
2022-02-02T16:01:00.000Z,43
2022-02-02T16:04:00.000Z,59
2022-02-02T16:11:00.000Z,70
2022-02-02T16:15:00.000Z,31
2022-02-02T16:18:00.000Z,-4
2022-02-02T16:20:00.000Z,-2
2022-02-02T16:21:00.000Z,-24
2022-02-02T16:23:00.000Z,26
2022-02-02T16:29:00.000Z,-18
2022-02-02T16:33:00.000Z,8
2022-02-02T16:37:00.000Z,-12
2022-02-02T16:42:00.000Z,45
2022-02-02T16:47:00.000Z,9
2022-02-02T16:48:00.000Z,62
2022-02-02T16:50:00.000Z,-28
2022-02-02T16:52:00.000Z,56
2022-02-02T16:53:00.000Z,16
2022-02-02T17:01:00.000Z,22
2022-02-02T17:11:00.000Z,-3
2022-02-02T17:17:00.000Z,28
2022-02-02T17:20:00.000Z,41
2022-02-02T17:28:00.000Z,6
2022-02-02T17:32:00.000Z,50
2022-02-02T17:41:00.000Z,-22
2022-02-02T17:50:00.000Z,39
2022-02-02T18:00:00.000Z,-25
2022-02-02T18:01:00.000Z,18
2022-02-02T18:02:00.000Z,40
2022-02-02T18:06:00.000Z,46
2022-02-02T18:10:00.000Z,27
2022-02-02T18:20:00.000Z,1
2022-02-02T18:28:00.000Z,-23
2022-02-02T18:37:00.000Z,-16
2022-02-02T18:46:00.000Z,36
2022-02-02T18:56:00.000Z,29
2022-02-02T18:58:00.000Z,-11
2022-02-02T19:07:00.000Z,65
2022-02-02T19:15:00.000Z,25
2022-02-02T19:25:00.000Z,-6
2022-02-02T19:34:00.000Z,-19
2022-02-02T19:44:00.000Z,64
2022-02-02T19:48:00.000Z,68
2022-02-02T19:55:00.000Z,-30
2022-02-02T20:00:00.000Z,53
