2022-01-31T11:02:00.000Z,-82
2022-01-31T11:11:00.000Z,-37
2022-01-31T11:17:00.000Z,-88
2022-01-31T11:18:00.000Z,-34
2022-01-31T11:28:00.000Z,-15
2022-01-31T11:30:00.000Z,-47
2022-01-31T11:39:00.000Z,-24
2022-01-31T11:40:00.000Z,-44
2022-01-31T11:43:00.000Z,-60
2022-01-31T11:49:00.000Z,-70
2022-01-31T11:50:00.000Z,0
2022-01-31T11:51:00.000Z,-13
2022-01-31T11:59:00.000Z,-39
2022-01-31T12:01:00.000Z,-6
2022-01-31T12:09:00.000Z,-57
2022-01-31T12:17:00.000Z,-84
2022-01-31T12:19:00.000Z,-71
2022-01-31T12:24:00.000Z,-89
2022-01-31T12:32:00.000Z,-90
2022-01-31T12:38:00.000Z,-65
2022-01-31T12:41:00.000Z,-54
2022-01-31T12:43:00.000Z,-4
2022-01-31T12:53:00.000Z,-9
2022-01-31T12:56:00.000Z,-42
2022-01-31T13:00:00.000Z,-100
2022-01-31T13:08:00.000Z,-38
2022-01-31T13:17:00.000Z,-64
2022-01-31T13:26:00.000Z,-67
2022-01-31T13:29:00.000Z,-32
2022-01-31T13:36:00.000Z,-52
2022-01-31T13:42:00.000Z,-43
2022-01-31T13:48:00.000Z,-40
2022-01-31T13:56:00.000Z,-91
2022-01-31T14:03:00.000Z,-94
2022-01-31T14:11:00.000Z,-3
2022-01-31T14:15:00.000Z,-12
2022-01-31T14:21:00.000Z,-92
2022-01-31T14:27:00.000Z,-87
2022-01-31T14:28:00.000Z,-41
2022-01-31T14:38:00.000Z,-68
2022-01-31T14:39:00.000Z,-56
2022-01-31T14:40:00.000Z,-95
2022-01-31T14:43:00.000Z,-33
2022-01-31T14:49:00.000Z,-79
2022-01-31T14:55:00.000Z,-98
2022-01-31T14:59:00.000Z,-7
2022-01-31T15:00:00.000Z,-93
2022-01-31T15:04:00.000Z,-62
2022-01-31T15:07:00.000Z,-97
2022-01-31T15:09:00.000Z,-45
2022-01-31T15:12:00.000Z,-63
2022-01-31T15:22:00.000Z,-17
2022-01-31T15:30:00.000Z,-20
2022-01-31T15:32:00.000Z,-2
2022-01-31T15:37:00.000Z,-96
2022-01-31T15:47:00.000Z,-86
2022-01-31T15:54:00.000Z,-85
2022-01-31T15:59:00.000Z,-1
2022-01-31T16:07:00.000Z,-73
2022-01-31T16:14:00.000Z,-49
2022-01-31T16:15:00.000Z,-11
2022-01-31T16:21:00.000Z,-69
2022-01-31T16:30:00.000Z,-18
2022-01-31T16:37:00.000Z,-80
2022-01-31T16:46:00.000Z,-25
2022-01-31T16:56:00.000Z,-81
2022-01-31T17:06:00.000Z,-78
2022-01-31T17:16:00.000Z,-99
2022-01-31T17:24:00.000Z,-30
2022-01-31T17:26:00.000Z,-23
2022-01-31T17:32:00.000Z,-46
2022-01-31T17:37:00.000Z,-61
2022-01-31T17:40:00.000Z,-74
2022-01-31T17:50:00.000Z,-51
2022-01-31T17:52:00.000Z,-83
2022-01-31T17:54:00.000Z,-29
2022-01-31T18:04:00.000Z,-16
2022-01-31T18:09:00.000Z,-36
2022-01-31T18:19:00.000Z,-48
2022-01-31T18:23:00.000Z,-58
2022-01-31T18:30:00.000Z,-77
2022-01-31T18:38:00.000Z,-31
2022-01-31T18:46:00.000Z,-22
2022-01-31T18:49:00.000Z,-14
2022-01-31T18:57:00.000Z,-72
2022-01-31T19:01:00.000Z,-35
2022-01-31T19:08:00.000Z,-50
2022-01-31T19:11:00.000Z,-5
2022-01-31T19:19:00.000Z,-8
2022-01-31T19:28:00.000Z,-59
2022-01-31T19:31:00.000Z,-28
2022-01-31T19:39:00.000Z,-10
2022-01-31T19:43:00.000Z,-66
2022-01-31T19:50:00.000Z,-55
2022-01-31T19:59:00.000Z,-27
2022-01-31T20:07:00.000Z,-53
2022-01-31T20:12:00.000Z,-21
2022-01-31T20:22:00.000Z,-19
2022-01-31T20:23:00.000Z,-75
2022-01-31T20:28:00.000Z,-26
2022-01-31T20:38:00.000Z,-76
