2022-02-06T11:05:00.000Z,135
2022-02-06T11:14:00.000Z,52
2022-02-06T11:19:00.000Z,123
2022-02-06T11:29:00.000Z,69
2022-02-06T11:36:00.000Z,90
2022-02-06T11:42:00.000Z,139
2022-02-06T11:49:00.000Z,140
2022-02-06T11:53:00.000Z,61
2022-02-06T12:03:00.000Z,104
2022-02-06T12:07:00.000Z,113
2022-02-06T12:12:00.000Z,77
2022-02-06T12:19:00.000Z,56
2022-02-06T12:24:00.000Z,92
2022-02-06T12:32:00.000Z,115
2022-02-06T12:36:00.000Z,148
2022-02-06T12:41:00.000Z,137
2022-02-06T12:48:00.000Z,102
2022-02-06T12:54:00.000Z,70
2022-02-06T12:56:00.000Z,71
2022-02-06T13:00:00.000Z,99
2022-02-06T13:02:00.000Z,94
2022-02-06T13:03:00.000Z,98
2022-02-06T13:11:00.000Z,81
2022-02-06T13:21:00.000Z,118
2022-02-06T13:25:00.000Z,68
2022-02-06T13:30:00.000Z,74
2022-02-06T13:33:00.000Z,95
2022-02-06T13:35:00.000Z,131
2022-02-06T13:36:00.000Z,86
2022-02-06T13:43:00.000Z,57
2022-02-06T13:44:00.000Z,121
2022-02-06T13:49:00.000Z,114
2022-02-06T13:57:00.000Z,129
2022-02-06T14:07:00.000Z,111
2022-02-06T14:17:00.000Z,125
2022-02-06T14:24:00.000Z,75
2022-02-06T14:26:00.000Z,87
2022-02-06T14:30:00.000Z,120
2022-02-06T14:31:00.000Z,96
2022-02-06T14:34:00.000Z,141
2022-02-06T14:44:00.000Z,62
2022-02-06T14:45:00.000Z,100
2022-02-06T14:51:00.000Z,128
2022-02-06T14:58:00.000Z,109
2022-02-06T15:00:00.000Z,97
2022-02-06T15:10:00.000Z,119
2022-02-06T15:20:00.000Z,144
2022-02-06T15:22:00.000Z,127
2022-02-06T15:28:00.000Z,60
2022-02-06T15:30:00.000Z,63
2022-02-06T15:33:00.000Z,66
2022-02-06T15:40:00.000Z,89
2022-02-06T15:42:00.000Z,85
2022-02-06T15:52:00.000Z,83
2022-02-06T15:54:00.000Z,107
2022-02-06T15:59:00.000Z,80
2022-02-06T16:09:00.000Z,91
2022-02-06T16:13:00.000Z,149
2022-02-06T16:16:00.000Z,82
2022-02-06T16:20:00.000Z,132
2022-02-06T16:23:00.000Z,122
2022-02-06T16:26:00.000Z,112
2022-02-06T16:31:00.000Z,110
2022-02-06T16:33:00.000Z,67
2022-02-06T16:42:00.000Z,147
2022-02-06T16:49:00.000Z,105
2022-02-06T16:52:00.000Z,136
2022-02-06T17:02:00.000Z,58
2022-02-06T17:06:00.000Z,130
2022-02-06T17:10:00.000Z,117
2022-02-06T17:11:00.000Z,78
2022-02-06T17:14:00.000Z,142
2022-02-06T17:24:00.000Z,65
2022-02-06T17:32:00.000Z,116
2022-02-06T17:35:00.000Z,54
2022-02-06T17:41:00.000Z,53
2022-02-06T17:45:00.000Z,55
2022-02-06T17:52:00.000Z,64
2022-02-06T18:00:00.000Z,134
2022-02-06T18:01:00.000Z,73
2022-02-06T18:02:00.000Z,79
2022-02-06T18:09:00.000Z,106
2022-02-06T18:18:00.000Z,51
2022-02-06T18:27:00.000Z,88
2022-02-06T18:34:00.000Z,84
2022-02-06T18:36:00.000Z,143
2022-02-06T18:40:00.000Z,103
2022-02-06T18:42:00.000Z,101
2022-02-06T18:46:00.000Z,72
2022-02-06T18:53:00.000Z,138
2022-02-06T19:01:00.000Z,126
2022-02-06T19:03:00.000Z,108
2022-02-06T19:12:00.000Z,76
2022-02-06T19:18:00.000Z,146
2022-02-06T19:22:00.000Z,133
2022-02-06T19:29:00.000Z,150
2022-02-06T19:39:00.000Z,124
2022-02-06T19:49:00.000Z,50
2022-02-06T19:59:00.000Z,93
2022-02-06T20:06:00.000Z,59
2022-02-06T20:10:00.000Z,145
